Ýrsaliye Tarihi,Ýrsaliye No,Resmi Belge No,Satýþ Tipi,Müþteri Ünvaný,Nakliyeci Ünvan,Plaka,Miktar, Nakliye Yerel Tutar , Nakliye Yerel Tutar Toplam , Nakliye Firma Tutar , Nakliye Firma Tutar Toplam ,Þehir
23/02/2023,"2,676",161,Yurt Dýþý,FOKUS TRADE BALKAN DOOEL,FOKUS TRADE BALKAN DOOEL,AB 589 HZ,"24,240", -   , -   , -   , -   ,SHKUP
23/02/2023,"2,677",162,Yurt Dýþý,DI GIPS  BULGARIA LTD,DI GIPS  BULGARIA LTD,AB 645 CR,"23,160", -   , -   , -   , -   ,SOFIA
23/02/2023,"2,678",163,Yurt Dýþý,FOKUS TRADE BALKAN DOOEL,FOKUS TRADE BALKAN DOOEL,AA 499 FX,"23,980", -   , -   , -   , -   ,SHKUP
23/02/2023,"2,679",164,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AB 761 CL,"33,700", -   , -   , -   , -   ,FUSHE KRUJE
23/02/2023,"2,680",165,Yurt Dýþý,METAL IN (KOSOVA),METAL IN (KOSOVA),01 121 OJ,"28,620", -   , -   , -   , -   ,PRISHTINE
23/02/2023,"2,681",166,Yurt Dýþý,FOKUS TRADE BALKAN DOOEL,FOKUS TRADE BALKAN DOOEL,AA 679 PU,"24,380", -   , -   , -   , -   ,SHKUP
23/02/2023,"2,682",167,Yurt Ýçi,LARTI SHPK (A.ISAI),LARTI SHPK (A.ISAI),AA 497 FX,"32,620", -   , -   , -   , -   ,ELBASAN
23/02/2023,"2,683",168,Yurt Ýçi,LARTI SHPK (A.ISAI),LARTI SHPK (A.ISAI),AB 024 HE,"38,400", -   , -   , -   , -   ,ELBASAN
23/02/2023,"2,684",169,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AA264 ED,"32,460", -   , -   , -   , -   ,FUSHE KRUJE
24/02/2023,"2,685",172,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AB 009 ER,"34,600", -   , -   , -   , -   ,FUSHE KRUJE
24/02/2023,"2,686",173,Yurt Dýþý,STIL ZELEZO DOOEL ,STIL ZELEZO DOOEL ,SK 0984 AV,"25,620", -   , -   , -   , -   ,TETOVE
24/02/2023,"2,687",174,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AB 833 GL,"33,040", -   , -   , -   , -   ,FUSHE KRUJE
24/02/2023,"2,688",175,Yurt Dýþý,SHPK NDERIMI(KOSOVA),SHPK NDERIMI(KOSOVA),05 138 FI,"26,120", -   , -   , -   , -   ,FERIZAJ
24/02/2023,"2,689",176,Yurt Dýþý,RRONI FER SHPK (KOSOVA),RRONI FER SHPK (KOSOVA),04 283 IC,"27,500", -   , -   , -   , -   ,GJAKOVE
24/02/2023,"2,690",178,Yurt Dýþý,SS ALGA  (MONTENEGRO),SS ALGA  (MONTENEGRO),NK CZ 353,"27,260", -   , -   , -   , -   ,PODGORICE
24/02/2023,"2,691",180,Yurt Dýþý,SHPK NDERIMI(KOSOVA),SHPK NDERIMI(KOSOVA),05 941 FS,"26,920", -   , -   , -   , -   ,FERIZAJ
24/02/2023,"2,692",181,Yurt Dýþý,SHPK NDERIMI(KOSOVA),SHPK NDERIMI(KOSOVA),05 139 FI,"25,560", -   , -   , -   , -   ,FERIZAJ
24/02/2023,"2,693",182,Yurt Dýþý,HADID KM GROUP DOO,HADID KM GROUP DOO,NP 049 IB,"25,660", -   , -   , -   , -   ,NOVI PAZAR
24/02/2023,"2,694",183,Yurt Dýþý,EURO STEEL-MN,EURO STEEL-MN,01 817 QH,"26,460", -   , -   , -   , -   ,LIPJAN
24/02/2023,"2,695",184,Yurt Ýçi,DRITAN SULAJ,DRITAN SULAJ,AA 829 OJ,"27,040", -   , -   , -   , -   ,FIER
24/02/2023,"2,696",185,Yurt Dýþý,SHPK NDERIMI(KOSOVA),SHPK NDERIMI(KOSOVA),05 934 FS,"25,620", -   , -   , -   , -   ,FERIZAJ
24/02/2023,"2,697",186,Yurt Dýþý,SHPK NDERIMI(KOSOVA),SHPK NDERIMI(KOSOVA),05 936 FS,"27,280", -   , -   , -   , -   ,FERIZAJ
24/02/2023,"2,698",188,Yurt Dýþý,EURO ABI (KOSOVA),EURO ABI (KOSOVA),06 663 DE,"26,940", -   , -   , -   , -   ,VITI
24/02/2023,"2,699",DURRES - M/V BEST ADVENTURES,Yurt Ýçi,RAFAELO SHPK   (MG),RAFAELO SHPK   (MG),AA 719 FZ ,"32,880", -   , -   , -   , -   ,TIRANE
24/02/2023,"2,700",DURRES - M/V LADY DIVINA,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AB 009 GL,"37,200", -   , -   , -   , -   ,FUSHE KRUJE
24/02/2023,"2,701",190,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AB 009 HH,"33,880", -   , -   , -   , -   ,FUSHE KRUJE
24/02/2023,"2,702",191,Yurt Dýþý,STIL ZELEZO DOOEL ,STIL ZELEZO DOOEL ,AA 981 XD,"24,980", -   , -   , -   , -   ,TETOVE
24/02/2023,"2,703",192,Yurt Dýþý,SHPK NDERIMI(KOSOVA),SHPK NDERIMI(KOSOVA),05 132 FI,"25,400", -   , -   , -   , -   ,FERIZAJ
24/02/2023,"2,704",193,Yurt Dýþý,FOKUS TRADE BALKAN DOOEL,FOKUS TRADE BALKAN DOOEL,AB 161 HS,"24,540", -   , -   , -   , -   ,SHKUP
24/02/2023,"2,705",194,Yurt Dýþý,STIL ZELEZO DOOEL ,STIL ZELEZO DOOEL ,AA 330 GB,"24,620", -   , -   , -   , -   ,TETOVE
24/02/2023,"2,706",195,Yurt Dýþý,FOKUS TRADE BALKAN DOOEL,FOKUS TRADE BALKAN DOOEL,AB 104 SH,"25,100", -   , -   , -   , -   ,SHKUP
24/02/2023,"2,707",197,Yurt Ýçi,LARTI SHPK (A.ISAI),LARTI SHPK (A.ISAI),AB 035 GB,"37,680", -   , -   , -   , -   ,ELBASAN
24/02/2023,"2,708",198,Yurt Ýçi,DESARET COMPANY,AIVI 2020 (KLEVIS DAKA),AA 217 AE,"34,920", 745.00 ," 26,015.40 ", 6.47 , 225.91 ,TIRANE
24/02/2023,"2,709",199,Yurt Dýþý,UNITRADE SHPK (KOSOVA),UNITRADE SHPK (KOSOVA),02758ET,"21,700", -   , -   , -   , -   ,VITI
24/02/2023,"2,710",200,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AB451CU,"36,660", -   , -   , -   , -   ,FUSHE KRUJE
24/02/2023,"2,711",201,Yurt Ýçi,BE-IS SHPK,AIVI 2020 (KLEVIS DAKA),AA074UB,"31,000", 745.00 ," 23,095.00 ", 6.47 , 200.55 ,TIRANE
24/02/2023,"2,712",202,Yurt Dýþý,METAL KOMERC LTD DOO (SIRBISTAN),METAL KOMERC LTD DOO (SIRBISTAN),PP011EL,"24,320", -   , -   , -   , -   ,NOVI SAD
24/02/2023,"2,713",203,Yurt Dýþý,STIL ZELEZO DOOEL ,STIL ZELEZO DOOEL ,AA236HC,"25,020", -   , -   , -   , -   ,TETOVE
24/02/2023,"2,714",204,Yurt Dýþý,SHPK NDERIMI(KOSOVA),SHPK NDERIMI(KOSOVA),05134FI,"26,940", -   , -   , -   , -   ,FERIZAJ
24/02/2023,"2,715",205,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AB999UU,"32,940", -   , -   , -   , -   ,FUSHE KRUJE
24/02/2023,"2,716",206,Yurt Dýþý,METAL MIX SHPK ,METAL MIX SHPK ,04 526 EG,"22,120", -   , -   , -   , -   ,LIPJAN
24/02/2023,"2,717",207,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AB 741 BA,"31,180", -   , -   , -   , -   ,FUSHE KRUJE
24/02/2023,"2,718",209,Yurt Dýþý,SS ALGA  (MONTENEGRO),SS ALGA  (MONTENEGRO),NK DD 890,"24,960", -   , -   , -   , -   ,PODGORICE
24/02/2023,"2,719",DURRES - M/V LADY DIVINA,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AB 009 LL ,"36,080", -   , -   , -   , -   ,FUSHE KRUJE
24/02/2023,"2,720",210,Yurt Dýþý,EURO ABI (KOSOVA),EURO ABI (KOSOVA),06 462 ED,"22,600", -   , -   , -   , -   ,VITI
24/02/2023,"2,721",211,Yurt Dýþý,SS ALGA  (MONTENEGRO),SS ALGA  (MONTENEGRO),NK CZ 962,"24,840", -   , -   , -   , -   ,PODGORICE
24/02/2023,"2,722",DURRES - M/V LADY DIVINA,Yurt Ýçi,LARTI SHPK (A.ISAI),LARTI SHPK (A.ISAI), AA 497 FX,"34,800", -   , -   , -   , -   ,ELBASAN
24/02/2023,"2,723",212,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AA 884 RI,"38,880", -   , -   , -   , -   ,FUSHE KRUJE
24/02/2023,"2,724",213,Yurt Dýþý,PROMET STEEL HOLDING DOOEL (Makedonya),PROMET STEEL HOLDING DOOEL (Makedonya),SK 3156 BE,"22,000", -   , -   , -   , -   ,SHKUP
24/02/2023,"2,725",214,Yurt Ýçi,CWI-ALBANIA SHA_HEKUR,PETRIT QOSYA (NAKLÝYE),DR9113 D,"25,140"," 1,000.00 "," 1,000.00 ", 8.68 , 8.68 ,CWI
24/02/2023,"2,726",216,Yurt Dýþý,METAL MIX SHPK ,METAL MIX SHPK ,04 591 IK,"20,840", -   , -   , -   , -   ,LIPJAN
24/02/2023,"2,727",217,Yurt Dýþý,SS ALGA  (MONTENEGRO),ARMAND VELIAJ,AA 929 UO,"25,460"," 2,303.20 "," 58,639.47 ", 20.00 , 509.20 ,PODGORICE
24/02/2023,"2,728",218,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AA 264 ED,"32,440", -   , -   , -   , -   ,FUSHE KRUJE
24/02/2023,"2,729",219,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AB009 ER,"33,820", -   , -   , -   , -   ,FUSHE KRUJE
24/02/2023,"2,730",220,Yurt Dýþý,SHPK NDERIMI(KOSOVA),SHPK NDERIMI(KOSOVA),05136FI,"25,540", -   , -   , -   , -   ,FERIZAJ
24/02/2023,"2,731",222,Yurt Dýþý,SHPK NDERIMI(KOSOVA),SHPK NDERIMI(KOSOVA),05 162 EN,"25,260", -   , -   , -   , -   ,FERIZAJ
24/02/2023,"2,732",223,Yurt Dýþý,FOKUS TRADE BALKAN DOOEL,FOKUS TRADE BALKAN DOOEL,GV 3450 AE,"24,240", -   , -   , -   , -   ,SHKUP
24/02/2023,"2,733",DURRES - M/V LADY DIVINA,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AB 009 GL,"31,480", -   , -   , -   , -   ,FUSHE KRUJE
24/02/2023,"2,734",DURRES - M/V BEST ADVENTURES,Yurt Ýçi,RAFAELO SHPK   (MG),RAFAELO SHPK   (MG),AA 719 FZ ,"32,440", -   , -   , -   , -   ,TIRANE
24/02/2023,"2,735",224,Yurt Dýþý,METAL IN (KOSOVA),METAL IN (KOSOVA),01 923 UF,"26,920", -   , -   , -   , -   ,PRISHTINE
24/02/2023,"2,736",225,Yurt Ýçi,USLUGA SH.P.K,AIVI 2020 (KLEVIS DAKA),AA 217 AE,"35,780", 900.00 ," 32,202.00 ", 7.82 , 279.63 ,TIRANE
24/02/2023,"2,737",226,Yurt Dýþý,METAL MIX SHPK ,METAL MIX SHPK ,01 738 OR,"26,520", -   , -   , -   , -   ,LIPJAN
24/02/2023,"2,738",DURRES - M/V BEST ADVENTURES,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AB 009 LL,"32,800", -   , -   , -   , -   ,FUSHE KRUJE
24/02/2023,"2,739",227,Yurt Dýþý,BRODOMETALURGIJA DOO,BRODOMETALURGIJA DOO,DG AS 289,"24,900", -   , -   , -   , -   ,SPLIT
24/02/2023,"2,740",228,Yurt Dýþý,METAL IN (KOSOVA),METAL IN (KOSOVA),01 935 PD,"27,060", -   , -   , -   , -   ,PRISHTINE
24/02/2023,"2,741",229,Yurt Ýçi,CWI-ALBANIA SHA_HEKUR,PETRIT QOSYA (NAKLÝYE),DR 9113 D,"24,920"," 1,000.00 "," 1,000.00 ", 8.68 , 8.68 ,CWI
24/02/2023,"2,742",231,Yurt Dýþý,FOKUS TRADE BALKAN DOOEL,FOKUS TRADE BALKAN DOOEL,SK 6081 BB,"22,440", -   , -   , -   , -   ,SHKUP
24/02/2023,"2,743",232,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AB 009 HH,"31,720", -   , -   , -   , -   ,FUSHE KRUJE
24/02/2023,"2,744",233,Yurt Dýþý,VAM TRADE SHPK,VAM TRADE SHPK,01 823 PO,"28,220", -   , -   , -   , -   ,GRACANICE
24/02/2023,"2,745",234,Yurt Dýþý,RRONI FER SHPK (KOSOVA),RRONI FER SHPK (KOSOVA),07 244 CD,"27,220", -   , -   , -   , -   ,GJAKOVE
24/02/2023,"2,746",235,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AB 761 CL,"32,740", -   , -   , -   , -   ,FUSHE KRUJE
24/02/2023,"2,747",237,Yurt Dýþý,FOKUS TRADE BALKAN DOOEL,FOKUS TRADE BALKAN DOOEL,SK 0731 BC,"21,040", -   , -   , -   , -   ,SHKUP
24/02/2023,"2,748",238,Yurt Dýþý,VAM TRADE SHPK,VAM TRADE SHPK,01 645 PF,"26,200", -   , -   , -   , -   ,GRACANICE
24/02/2023,"2,749",239,Yurt Dýþý,UNITRADE SHPK (KOSOVA),UNITRADE SHPK (KOSOVA),AB 091 HX,"26,580", -   , -   , -   , -   ,VITI
24/02/2023,"2,750",240,Yurt Dýþý,VAM TRADE SHPK,VAM TRADE SHPK,01 596 PO,"29,460", -   , -   , -   , -   ,GRACANICE
24/02/2023,"2,751",241,Yurt Dýþý,RRONI FER SHPK (KOSOVA),RRONI FER SHPK (KOSOVA),06 275 DN,"29,160", -   , -   , -   , -   ,GJAKOVE
24/02/2023,"2,752",242,Yurt Dýþý,VAM TRADE SHPK,VAM TRADE SHPK,01 846 PJ,"29,040", -   , -   , -   , -   ,GRACANICE
24/02/2023,"2,753",243,Yurt Dýþý,UNITRADE SHPK (KOSOVA),UNITRADE SHPK (KOSOVA),01 386 SO,"25,680", -   , -   , -   , -   ,VITI
24/02/2023,"2,754",244,Yurt Ýçi,LARTI SHPK (A.ISAI),LARTI SHPK (A.ISAI),AA 497 FX,"33,200", -   , -   , -   , -   ,ELBASAN
24/02/2023,"2,755",245,Yurt Dýþý,STIL ZELEZO DOOEL ,STIL ZELEZO DOOEL ,AB 876 ID,"25,320", -   , -   , -   , -   ,TETOVE
24/02/2023,"2,756",247,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AB737 EA,"40,500", -   , -   , -   , -   ,FUSHE KRUJE
24/02/2023,"2,757",248,Yurt Ýçi,LARTI SHPK (A.ISAI),LARTI SHPK (A.ISAI),AB 035 GB,"32,220", -   , -   , -   , -   ,ELBASAN
24/02/2023,"2,759",249,Yurt Dýþý,SHPK NDERIMI(KOSOVA),SHPK NDERIMI(KOSOVA),06 595 FD,"27,820", -   , -   , -   , -   ,FERIZAJ
24/02/2023,"2,760",DURRES - M/V BEST ADVENTURES,Yurt Ýçi,RAFAELO SHPK   (MG),RAFAELO SHPK   (MG),AB 821 EX ,"32,840", -   , -   , -   , -   ,TIRANE
24/02/2023,"2,761",250,Yurt Dýþý,FOKUS TRADE BALKAN DOOEL,FOKUS TRADE BALKAN DOOEL,SK 7714 AM,"23,420", -   , -   , -   , -   ,SHKUP
24/02/2023,"2,762",251,Yurt Dýþý,SHPK NDERIMI(KOSOVA),SHPK NDERIMI(KOSOVA),06 878 EC,"26,400", -   , -   , -   , -   ,FERIZAJ
24/02/2023,"2,763",252,Yurt Dýþý,FOKUS TRADE BALKAN DOOEL,FOKUS TRADE BALKAN DOOEL,SK 4287 BB,"20,620", -   , -   , -   , -   ,SHKUP
24/02/2023,"2,764",254,Yurt Dýþý,FOKUS TRADE BALKAN DOOEL,FOKUS TRADE BALKAN DOOEL,SK 0798 BG,"26,420", -   , -   , -   , -   ,SHKUP
24/02/2023,"2,765",255,Yurt Dýþý,PROMET STEEL HOLDING DOOEL (Makedonya),PROMET STEEL HOLDING DOOEL (Makedonya),SK 0213 AV,"20,640", -   , -   , -   , -   ,SHKUP
24/02/2023,"2,766",257,Yurt Dýþý,PROMET STEEL HOLDING DOOEL (Makedonya),PROMET STEEL HOLDING DOOEL (Makedonya),SK 7849 AZ,"21,320", -   , -   , -   , -   ,SHKUP
24/02/2023,"2,767",258,Yurt Dýþý,STIL ZELEZO DOOEL ,STIL ZELEZO DOOEL ,AA853 SI,"25,660", -   , -   , -   , -   ,TETOVE
24/02/2023,"2,768",259,Yurt Dýþý,UNITRADE SHPK (KOSOVA),UNITRADE SHPK (KOSOVA),NP 123 MU,"25,260", -   , -   , -   , -   ,VITI
24/02/2023,"2,769",260,Yurt Dýþý,PROMET STEEL HOLDING DOOEL (Makedonya),PROMET STEEL HOLDING DOOEL (Makedonya),SK 9601 BB,"22,960", -   , -   , -   , -   ,SHKUP
24/02/2023,"2,770",261,Yurt Dýþý,METAL MIX SHPK ,METAL MIX SHPK ,01 753 SR,"24,780", -   , -   , -   , -   ,LIPJAN
24/02/2023,"2,771",262,Yurt Dýþý,UNITRADE SHPK (KOSOVA),UNITRADE SHPK (KOSOVA),01 417 QQ,"26,120", -   , -   , -   , -   ,VITI
24/02/2023,"2,772",263,Yurt Dýþý,FOKUS TRADE BALKAN DOOEL,FOKUS TRADE BALKAN DOOEL,OH 0388 AD,"24,860", -   , -   , -   , -   ,SHKUP
24/02/2023,"2,773",264,Yurt Dýþý,METAL IN (KOSOVA),METAL IN (KOSOVA),05 796 FK,"26,500", -   , -   , -   , -   ,PRISHTINE
25/02/2023,"2,774",265,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AB741 BA,"31,760", -   , -   , -   , -   ,FUSHE KRUJE
25/02/2023,"2,775",266,Yurt Ýçi,LARTI SHPK (A.ISAI),LARTI SHPK (A.ISAI),AB 035 GB,"32,760", -   , -   , -   , -   ,ELBASAN
25/02/2023,"2,776",267,Yurt Ýçi,LARTI SHPK (A.ISAI),LARTI SHPK (A.ISAI),AB 024 HE,"35,240", -   , -   , -   , -   ,ELBASAN
25/02/2023,"2,777",268,Yurt Dýþý,METAL IN (KOSOVA),METAL IN (KOSOVA),05 465 FQ,"25,620", -   , -   , -   , -   ,PRISHTINE
25/02/2023,"2,778",269,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AB 009 ER,"31,920", -   , -   , -   , -   ,FUSHE KRUJE
25/02/2023,"2,779",272,Yurt Ýçi,DRITAN SULAJ,DRITAN SULAJ,AA 829 OJ,"27,520", -   , -   , -   , -   ,FIER
25/02/2023,"2,780",270,Yurt Ýçi,CWI-ALBANIA SHA_HEKUR,PETRIT QOSYA (NAKLÝYE),DR 9113 D,"25,040"," 1,000.00 "," 1,000.00 ", 8.69 , 8.69 ,CWI
25/02/2023,"2,781",274,Yurt Ýçi,LARTI SHPK (A.ISAI),LARTI SHPK (A.ISAI),AA 497 FX,"34,000", -   , -   , -   , -   ,ELBASAN
25/02/2023,"2,782",275,Yurt Dýþý,METAL IN (KOSOVA),METAL IN (KOSOVA),05 170 FE,"25,240", -   , -   , -   , -   ,PRISHTINE
25/02/2023,"2,783",276,Yurt Dýþý,METAL IN (KOSOVA),METAL IN (KOSOVA),05 150 FE,"25,420", -   , -   , -   , -   ,PRISHTINE
25/02/2023,"2,784",277,Yurt Ýçi,LARTI SHPK (A.ISAI),LARTI SHPK (A.ISAI),AB 474 RO,"35,080", -   , -   , -   , -   ,ELBASAN
25/02/2023,"2,785",279,Yurt Dýþý,METAL IN (KOSOVA),METAL IN (KOSOVA),05 152 FN,"26,800", -   , -   , -   , -   ,PRISHTINE
25/02/2023,"2,786",280,Yurt Dýþý,METAL IN (KOSOVA),METAL IN (KOSOVA),05 168 FK,"24,980", -   , -   , -   , -   ,PRISHTINE
25/02/2023,"2,787",281,Yurt Ýçi,FUSHA SHPK,AIVI 2020 (KLEVIS DAKA),AA 217 AE,"31,100", 745.00 ," 23,169.50 ", 6.47 , 201.28 ,TIRANE
25/02/2023,"2,788",282,Yurt Dýþý,VAM TRADE SHPK,VAM TRADE SHPK,04 831 HD,"27,400", -   , -   , -   , -   ,GRACANICE
25/02/2023,"2,789",283,Yurt Ýçi,CWI-ALBANIA SHA_HEKUR,PETRIT QOSYA (NAKLÝYE),DR 9113 D,"25,160"," 1,000.00 "," 1,000.00 ", 8.69 , 8.69 ,CWI
25/02/2023,"2,790",285,Yurt Dýþý,EURO ABI (KOSOVA),EURO ABI (KOSOVA),06 131 FN,"26,300", -   , -   , -   , -   ,VITI
25/02/2023,"2,791",286,Yurt Dýþý,EURO STEEL-MN,EURO STEEL-MN,05 809 FK,"25,240", -   , -   , -   , -   ,LIPJAN
25/02/2023,"2,792",289,Yurt Dýþý,SS ALGA  (MONTENEGRO),ARMAND VELIAJ,AA134OM,"25,900"," 2,302.20 "," 59,626.98 ", 20.00 , 518.00 ,PODGORICE
25/02/2023,"2,793",290,Yurt Dýþý,DI GIPS  BULGARIA LTD,DI GIPS  BULGARIA LTD,AA234HC,"25,500", -   , -   , -   , -   ,SOFIA
25/02/2023,"2,794",291,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AA244YE,"33,700", -   , -   , -   , -   ,FUSHE KRUJE
25/02/2023,"2,795",293,Yurt Ýçi,CWI-ALBANIA SHA_HEKUR,PETRIT QOSYA (NAKLÝYE),DR9113D,"24,880"," 1,000.00 "," 1,000.00 ", 8.69 , 8.69 ,CWI
25/02/2023,"2,796",294,Yurt Ýçi,LARTI SHPK (A.ISAI),LARTI SHPK (A.ISAI),AB 024 HE,"32,140", -   , -   , -   , -   ,ELBASAN
25/02/2023,"2,797",295,Yurt Dýþý,BRODOMETALURGIJA DOO,BRODOMETALURGIJA DOO,DG AM 433,"24,640", -   , -   , -   , -   ,SPLIT
25/02/2023,"2,798",296,Yurt Dýþý,BRODOMETALURGIJA DOO,BRODOMETALURGIJA DOO,DG AM 979,"24,160", -   , -   , -   , -   ,SPLIT
25/02/2023,"2,799",297,Yurt Dýþý,METAL MIX SHPK ,METAL MIX SHPK ,03 626 HO,"25,820", -   , -   , -   , -   ,LIPJAN
25/02/2023,"2,800",298,Yurt Dýþý,STIL ZELEZO DOOEL ,STIL ZELEZO DOOEL ,AB 185 FF,"25,960", -   , -   , -   , -   ,TETOVE
25/02/2023,"2,801",299,Yurt Dýþý,METAL MIX SHPK ,METAL MIX SHPK ,03 714 HD,"23,100", -   , -   , -   , -   ,LIPJAN
25/02/2023,"2,802",300,Yurt Dýþý,SHPK NDERIMI(KOSOVA),SHPK NDERIMI(KOSOVA),05 687 FQ,"27,500", -   , -   , -   , -   ,FERIZAJ
25/02/2023,"2,803",301,Yurt Dýþý,EURO ABI (KOSOVA),EURO ABI (KOSOVA),06687FD,"23,360", -   , -   , -   , -   ,VITI
25/02/2023,"2,804",303,Yurt Ýçi,CWI-ALBANIA SHA_HEKUR,PETRIT QOSYA (NAKLÝYE),DR9113D,"24,840"," 1,000.00 "," 1,000.00 ", 8.69 , 8.69 ,CWI
25/02/2023,"2,805",304,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AB 999 UU,"35,120", -   , -   , -   , -   ,FUSHE KRUJE
25/02/2023,"2,806",DURRES - M/V BEST ADVENTURES,Yurt Ýçi,RAFAELO SHPK   (MG),RAFAELO SHPK   (MG),TR3734S,"32,900", -   , -   , -   , -   ,TIRANE
25/02/2023,"2,807",305,Yurt Dýþý,STIL ZELEZO DOOEL ,STIL ZELEZO DOOEL ,SK 9491 BD,"22,580", -   , -   , -   , -   ,TETOVE
25/02/2023,"2,808",307,Yurt Ýçi,BESTA SHPK,AIVI 2020 (KLEVIS DAKA),AA 074 UB,"34,040", 941.00 ," 32,031.64 ", 8.17 , 278.27 ,BERAT
25/02/2023,"2,809",308,Yurt Dýþý,METAL MIX SHPK ,METAL MIX SHPK ,06 628 FI,"22,960", -   , -   , -   , -   ,LIPJAN
25/02/2023,"2,810",309,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AA 962 SI,"30,980", -   , -   , -   , -   ,FUSHE KRUJE
25/02/2023,"2,811",310,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AA 348 XM,"27,720", -   , -   , -   , -   ,FUSHE KRUJE
25/02/2023,"2,812",311,Yurt Dýþý,METAL MIX SHPK ,METAL MIX SHPK ,04 236 IQ,"25,680", -   , -   , -   , -   ,LIPJAN
25/02/2023,"2,813",312,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AA 884 RI,"41,420", -   , -   , -   , -   ,FUSHE KRUJE
25/02/2023,"2,814",313,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AB 737 EA,"38,920", -   , -   , -   , -   ,FUSHE KRUJE
25/02/2023,"2,815",314,Yurt Dýþý,UNITRADE SHPK (KOSOVA),UNITRADE SHPK (KOSOVA),AA 853 SP,"29,460", -   , -   , -   , -   ,VITI
25/02/2023,"2,816",315,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AB 107 DV,"39,420", -   , -   , -   , -   ,FUSHE KRUJE
25/02/2023,"2,817",316,Yurt Ýçi,LARTI SHPK (A.ISAI),LARTI SHPK (A.ISAI),AA 497 FX,"33,080", -   , -   , -   , -   ,ELBASAN
25/02/2023,"2,818",317,Yurt Dýþý,PROMET STEEL HOLDING DOOEL (Makedonya),PROMET STEEL HOLDING DOOEL (Makedonya),AB 834 EL,"23,960", -   , -   , -   , -   ,SHKUP
25/02/2023,"2,819",318,Yurt Ýçi,LARTI SHPK (A.ISAI),LARTI SHPK (A.ISAI),AB 035 GB,"31,220", -   , -   , -   , -   ,ELBASAN
25/02/2023,"2,820",319,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AB 009 ER,"33,520", -   , -   , -   , -   ,FUSHE KRUJE
25/02/2023,"2,821",320,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AB 741 BA,"32,660", -   , -   , -   , -   ,FUSHE KRUJE
25/02/2023,"2,822",322,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AA 264ED,"31,840", -   , -   , -   , -   ,FUSHE KRUJE
25/02/2023,"2,823",323,Yurt Dýþý,UNITRADE SHPK (KOSOVA),UNITRADE SHPK (KOSOVA),06 246 EO,"25,420", -   , -   , -   , -   ,VITI
25/02/2023,"2,824",324,Yurt Dýþý,STIL ZELEZO DOOEL ,STIL ZELEZO DOOEL ,AA 399 VS,"24,900", -   , -   , -   , -   ,TETOVE
25/02/2023,"2,825",325,Yurt Dýþý,SHPK NDERIMI(KOSOVA),SHPK NDERIMI(KOSOVA),05 458 EH,"26,800", -   , -   , -   , -   ,FERIZAJ
