Ýrsaliye No,Resmi Belge No,Plaka No,Stok Kodu,Stok Adý,Miktar,Birim,Müþteri Ünvaný,Ýrsaliye Tarihi
"5,881",DURRES - M/V DYNASTY,                                                            ,EM.00.040,18 Hekur Periodik,"36,280",KG,SHIJAKU SHPK (SHSH),20/04/2023
"5,947",DURRES - M/V DYNASTY,                                                            ,EM.00.035,16 Hekur Periodik,"33,880",KG,SHIJAKU SHPK (SHSH),24/04/2023
"5,948",DURRES - M/V DYNASTY,                                                            ,EM.00.045,20 Hekur Periodik,"34,280",KG,SHIJAKU SHPK (SHSH),24/04/2023
"5,951",DURRES - M/V DYNASTY,                                                            ,EM.00.045,20 Hekur Periodik,"16,180",KG,SHIJAKU SHPK (SHSH),24/04/2023
"5,954",DURRES - M/V DYNASTY,                                                            ,EM.00.040,18 Hekur Periodik,"35,860",KG,SHIJAKU SHPK (SHSH),24/04/2023
"6,000",DURRES - M/V DYNASTY,                                                            ,EM.00.040,18 Hekur Periodik,"11,100",KG,SHIJAKU SHPK (SHSH),25/04/2023
"6,000",DURRES - M/V DYNASTY,                                                            ,EM.00.045,20 Hekur Periodik,"11,120",KG,SHIJAKU SHPK (SHSH),25/04/2023
"6,004",DURRES - M/V DYNASTY,                                                            ,EM.00.040,18 Hekur Periodik,"35,640",KG,SHIJAKU SHPK (SHSH),25/04/2023
"6,064",DURRES - M/V DYNASTY,                                                            ,EM.00.040,18 Hekur Periodik,"10,420",KG,SHIJAKU SHPK (SHSH),26/04/2023
"6,064",DURRES - M/V DYNASTY,                                                            ,EM.00.045,20 Hekur Periodik,"10,420",KG,SHIJAKU SHPK (SHSH),26/04/2023
"6,149",DURRES - M/V DYNASTY,                                                            ,EM.00.045,20 Hekur Periodik,"21,020",KG,SHIJAKU SHPK (SHSH),27/04/2023
"6,157",DURRES - M/V DYNASTY,                                                            ,EM.00.040,18 Hekur Periodik,"8,120",KG,SHIJAKU SHPK (SHSH),27/04/2023
"6,157",DURRES - M/V DYNASTY,                                                            ,EM.00.045,20 Hekur Periodik,"15,920",KG,SHIJAKU SHPK (SHSH),27/04/2023
"6,167",DURRES - M/V DYNASTY,                                                            ,EM.00.040,18 Hekur Periodik,"10,800",KG,SHIJAKU SHPK (SHSH),27/04/2023
"6,167",DURRES - M/V DYNASTY,                                                            ,EM.00.045,20 Hekur Periodik,"13,560",KG,SHIJAKU SHPK (SHSH),27/04/2023
"6,221",DURRES - M/V DYNASTY,                                                            ,EM.00.045,20 Hekur Periodik,"9,660",KG,SHIJAKU SHPK (SHSH),28/04/2023
"6,277",DURRES - M/V DYNASTY,                                                            ,EM.00.040,18 Hekur Periodik,"8,100",KG,SHIJAKU SHPK (SHSH),29/04/2023
"6,277",DURRES - M/V DYNASTY,                                                            ,EM.00.045,20 Hekur Periodik,"26,760",KG,SHIJAKU SHPK (SHSH),29/04/2023
"6,298",DURRES - M/V DYNASTY,                                                            ,EM.00.040,18 Hekur Periodik,"11,000",KG,SHIJAKU SHPK (SHSH),01/05/2023
"6,298",DURRES - M/V DYNASTY,                                                            ,EM.00.045,20 Hekur Periodik,"8,260",KG,SHIJAKU SHPK (SHSH),01/05/2023
"6,323",DURRES - M/V DYNASTY,                                                            ,EM.00.040,18 Hekur Periodik,"19,540",KG,SHIJAKU SHPK (SHSH),02/05/2023
"6,323",DURRES - M/V DYNASTY,                                                            ,EM.00.045,20 Hekur Periodik,"16,760",KG,SHIJAKU SHPK (SHSH),02/05/2023
"6,347",DURRES - M/V DYNASTY,                                                            ,EM.00.045,20 Hekur Periodik,"11,240",KG,SHIJAKU SHPK (SHSH),02/05/2023
"6,349",DURRES - M/V DYNASTY,                                                            ,EM.00.045,20 Hekur Periodik,"19,280",KG,SHIJAKU SHPK (SHSH),02/05/2023
"6,362",DURRES - M/V DYNASTY,                                                            ,EM.00.040,18 Hekur Periodik,"5,560",KG,SHIJAKU SHPK (SHSH),02/05/2023
"6,424",DURRES - M/V DYNASTY,                                                            ,EM.00.040,18 Hekur Periodik,"11,080",KG,SHIJAKU SHPK (SHSH),03/05/2023
"6,428",DURRES - M/V DYNASTY,                                                            ,EM.00.040,18 Hekur Periodik,"11,060",KG,SHIJAKU SHPK (SHSH),03/05/2023
"6,537",DURRES - M/V DYNASTY,                                                            ,EM.00.040,18 Hekur Periodik,"29,940",KG,SHIJAKU SHPK (SHSH),05/05/2023
"5,952",DURRES - M/V DYNASTY ,                                                            ,EM.00.045,20 Hekur Periodik,"13,040",KG,SHIJAKU SHPK (SHSH),24/04/2023
"2,722",DURRES - M/V LADY DIVINA,                                                            ,EM.00.025,12 Hekur Periodik,"18,620",KG,LARTI SHPK (A.ISAI),24/02/2023
"2,722",DURRES - M/V LADY DIVINA,                                                            ,EM.00.030,14 Hekur Periodik,"16,180",KG,LARTI SHPK (A.ISAI),24/02/2023
"2,839",DURRES - M/V LADY DIVINA,                                                            ,EM.00.025,12 Hekur Periodik,"17,680",KG,LARTI SHPK (A.ISAI),25/02/2023
"2,839",DURRES - M/V LADY DIVINA,                                                            ,EM.00.030,14 Hekur Periodik,"16,880",KG,LARTI SHPK (A.ISAI),25/02/2023
"3,110",DURRES - M/V LADY DIVINA,                                                            ,EM.00.025,12 Hekur Periodik,"38,180",KG,LARTI SHPK (A.ISAI),02/03/2023
"3,242",DURRES - M/V LADY DIVINA,                                                            ,EM.00.025,12 Hekur Periodik,"33,680",KG,LARTI SHPK (A.ISAI),03/03/2023
"3,316",DURRES - M/V LADY DIVINA,                                                            ,EM.00.025,12 Hekur Periodik,"2,640",KG,LARTI SHPK (A.ISAI),04/03/2023
"3,316",DURRES - M/V LADY DIVINA,                                                            ,EM.00.030,14 Hekur Periodik,"16,560",KG,LARTI SHPK (A.ISAI),04/03/2023
"3,335",DURRES - M/V LADY DIVINA,                                                            ,EM.00.030,14 Hekur Periodik,"15,920",KG,LARTI SHPK (A.ISAI),04/03/2023
"3,401",DURRES - M/V LADY DIVINA,                                                            ,EM.00.025,12 Hekur Periodik,"27,220",KG,LARTI SHPK (A.ISAI),06/03/2023
"3,421",DURRES - M/V LADY DIVINA,                                                            ,EM.00.025,12 Hekur Periodik,"22,020",KG,LARTI SHPK (A.ISAI),06/03/2023
"4,229",DURRES - M/V LADY DIVINA,                                                            ,EM.00.025,12 Hekur Periodik,"32,180",KG,LARTI SHPK (A.ISAI),17/03/2023
"4,328",DURRES - M/V LADY DIVINA,                                                            ,EM.00.025,12 Hekur Periodik,"35,980",KG,LARTI SHPK (A.ISAI),20/03/2023
"4,473",DURRES - M/V LADY DIVINA,                                                            ,EM.00.025,12 Hekur Periodik,"31,660",KG,LARTI SHPK (A.ISAI),22/03/2023
"4,567",DURRES - M/V LADY DIVINA,                                                            ,EM.00.025,12 Hekur Periodik,"31,800",KG,LARTI SHPK (A.ISAI),24/03/2023
"4,875",DURRES - M/V LADY DIVINA,                                                            ,EM.00.025,12 Hekur Periodik,"32,500",KG,LARTI SHPK (A.ISAI),30/03/2023
"4,876",DURRES - M/V LADY DIVINA,                                                            ,EM.00.025,12 Hekur Periodik,"32,040",KG,LARTI SHPK (A.ISAI),30/03/2023
"5,098",DURRES - M/V LADY DIVINA,                                                            ,EM.00.025,12 Hekur Periodik,"31,920",KG,LARTI SHPK (A.ISAI),04/04/2023
"5,194",DURRES - M/V LADY DIVINA,                                                            ,EM.00.025,12 Hekur Periodik,"29,000",KG,LARTI SHPK (A.ISAI),06/04/2023
"5,196",DURRES - M/V LADY DIVINA,                                                            ,EM.00.025,12 Hekur Periodik,"28,900",KG,LARTI SHPK (A.ISAI),06/04/2023
"5,326",DURRES - M/V LADY DIVINA,                                                            ,EM.00.025,12 Hekur Periodik,"31,720",KG,LARTI SHPK (A.ISAI),08/04/2023
"2,601",DURRES - M/V LADY DIVINA,                                                            ,EM.00.025,12 Hekur Periodik,"34,920",KG,RAFAELO SHPK   (MG),22/02/2023
"2,602",DURRES - M/V LADY DIVINA,                                                            ,EM.00.030,14 Hekur Periodik,"35,220",KG,RAFAELO SHPK   (MG),22/02/2023
"3,124",DURRES - M/V LADY DIVINA,                                                            ,EM.00.030,14 Hekur Periodik,"22,460",KG,RAFAELO SHPK   (MG),02/03/2023
"4,327",DURRES - M/V LADY DIVINA,                                                            ,EM.00.025,12 Hekur Periodik,"34,620",KG,RAFAELO SHPK   (MG),20/03/2023
"4,374",DURRES - M/V LADY DIVINA,                                                            ,EM.00.025,12 Hekur Periodik,"34,360",KG,RAFAELO SHPK   (MG),20/03/2023
"4,421",DURRES - M/V LADY DIVINA,                                                            ,EM.00.025,12 Hekur Periodik,"16,060",KG,RAFAELO SHPK   (MG),21/03/2023
"4,421",DURRES - M/V LADY DIVINA,                                                            ,EM.00.030,14 Hekur Periodik,"18,600",KG,RAFAELO SHPK   (MG),21/03/2023
"4,812",DURRES - M/V LADY DIVINA,                                                            ,EM.00.025,12 Hekur Periodik,"31,460",KG,RAFAELO SHPK   (MG),29/03/2023
"4,897",DURRES - M/V LADY DIVINA,                                                            ,EM.00.025,12 Hekur Periodik,"32,580",KG,RAFAELO SHPK   (MG),30/03/2023
"4,906",DURRES - M/V LADY DIVINA,                                                            ,EM.00.025,12 Hekur Periodik,"31,620",KG,RAFAELO SHPK   (MG),30/03/2023
"4,995",DURRES - M/V LADY DIVINA,                                                            ,EM.00.025,12 Hekur Periodik,"5,580",KG,RAFAELO SHPK   (MG),01/04/2023
"4,995",DURRES - M/V LADY DIVINA,                                                            ,EM.00.025,12 Hekur Periodik,"21,100",KG,RAFAELO SHPK   (MG),01/04/2023
"5,032",DURRES - M/V LADY DIVINA,                                                            ,EM.00.025,12 Hekur Periodik,"31,440",KG,RAFAELO SHPK   (MG),03/04/2023
"6,313",DURRES - M/V LADY DIVINA,                                                            ,EM.00.025,12 Hekur Periodik,"36,260",KG,RAFAELO SHPK   (MG),01/05/2023
"5,033",DURRES - M/V LADY DIVINA,                                                            ,EM.00.030,14 Hekur Periodik,"35,340",KG,SH.A.RRUGA URA (KUJTIM HASA),03/04/2023
"2,666",DURRES - M/V LADY DIVINA,                                                            ,EM.00.025,12 Hekur Periodik,"35,080",KG,SHIJAKU SHPK (SHSH),23/02/2023
"2,700",DURRES - M/V LADY DIVINA,                                                            ,EM.00.025,12 Hekur Periodik,"37,200",KG,SHIJAKU SHPK (SHSH),24/02/2023
"2,719",DURRES - M/V LADY DIVINA,                                                            ,EM.00.025,12 Hekur Periodik,"36,080",KG,SHIJAKU SHPK (SHSH),24/02/2023
"2,733",DURRES - M/V LADY DIVINA,                                                            ,EM.00.025,12 Hekur Periodik,"31,480",KG,SHIJAKU SHPK (SHSH),24/02/2023
"2,850",DURRES - M/V LADY DIVINA,                                                            ,EM.00.025,12 Hekur Periodik,"37,220",KG,SHIJAKU SHPK (SHSH),27/02/2023
"3,004",DURRES - M/V LADY DIVINA,                                                            ,EM.00.030,14 Hekur Periodik,"37,440",KG,SHIJAKU SHPK (SHSH),01/03/2023
"3,064",DURRES - M/V LADY DIVINA,                                                            ,EM.00.025,12 Hekur Periodik,"33,620",KG,SHIJAKU SHPK (SHSH),01/03/2023
"3,086",DURRES - M/V LADY DIVINA,                                                            ,EM.00.025,12 Hekur Periodik,"23,180",KG,SHIJAKU SHPK (SHSH),02/03/2023
"3,086",DURRES - M/V LADY DIVINA,                                                            ,EM.00.030,14 Hekur Periodik,"13,620",KG,SHIJAKU SHPK (SHSH),02/03/2023
"3,155",DURRES - M/V LADY DIVINA,                                                            ,EM.00.030,14 Hekur Periodik,"34,400",KG,SHIJAKU SHPK (SHSH),02/03/2023
"3,211",DURRES - M/V LADY DIVINA,                                                            ,EM.00.030,14 Hekur Periodik,"38,400",KG,SHIJAKU SHPK (SHSH),02/03/2023
"3,239",DURRES - M/V LADY DIVINA,                                                            ,EM.00.030,14 Hekur Periodik,"34,740",KG,SHIJAKU SHPK (SHSH),03/03/2023
"3,459",DURRES - M/V LADY DIVINA,                                                            ,EM.00.025,12 Hekur Periodik,"21,900",KG,SHIJAKU SHPK (SHSH),07/03/2023
"4,352",DURRES - M/V LADY DIVINA,                                                            ,EM.00.025,12 Hekur Periodik,"31,220",KG,SHIJAKU SHPK (SHSH),20/03/2023
"4,527",DURRES - M/V LADY DIVINA,                                                            ,EM.00.025,12 Hekur Periodik,"36,920",KG,SHIJAKU SHPK (SHSH),23/03/2023
"5,950",DURRES - M/V LADY DIVINA,                                                            ,EM.00.035,16 Hekur Periodik,"15,200",KG,SHIJAKU SHPK (SHSH),24/04/2023
"5,953",DURRES - M/V LADY DIVINA,                                                            ,EM.00.035,16 Hekur Periodik,"17,440",KG,SHIJAKU SHPK (SHSH),24/04/2023
"5,994",DURRES - M/V LADY DIVINA,                                                            ,EM.00.035,16 Hekur Periodik,"37,540",KG,SHIJAKU SHPK (SHSH),25/04/2023
"5,999",DURRES - M/V LADY DIVINA,                                                            ,EM.00.035,16 Hekur Periodik,"12,840",KG,SHIJAKU SHPK (SHSH),25/04/2023
"6,063",DURRES - M/V LADY DIVINA,                                                            ,EM.00.035,16 Hekur Periodik,"12,740",KG,SHIJAKU SHPK (SHSH),26/04/2023
"6,150",DURRES - M/V LADY DIVINA,                                                            ,EM.00.035,16 Hekur Periodik,"12,920",KG,SHIJAKU SHPK (SHSH),27/04/2023
"6,155",DURRES - M/V LADY DIVINA,                                                            ,EM.00.035,16 Hekur Periodik,"10,180",KG,SHIJAKU SHPK (SHSH),27/04/2023
"6,168",DURRES - M/V LADY DIVINA,                                                            ,EM.00.035,16 Hekur Periodik,"10,040",KG,SHIJAKU SHPK (SHSH),27/04/2023
"6,220",DURRES - M/V LADY DIVINA,                                                            ,EM.00.035,16 Hekur Periodik,"22,100",KG,SHIJAKU SHPK (SHSH),28/04/2023
"6,234",DURRES - M/V LADY DIVINA,                                                            ,EM.00.035,16 Hekur Periodik,"32,440",KG,SHIJAKU SHPK (SHSH),28/04/2023
