Ýrsaliye No,Resmi Belge No,Plaka No,Stok Kodu,Stok Adý,Miktar,Birim,Müþteri Ünvaný,Ýrsaliye Tarihi
"1,008",18190,                                                            ,DM.00.030,14 Hekur Periodik,"27,020",KG,UNITRADE SHPK (KOSOVA),20/01/2023
"1,009",18191,                                                            ,DM.00.015,9 Hekur Periodik,"25,500",KG,STIL ZELEZO DOOEL ,20/01/2023
"1,010",18192,                                                            ,DM.00.015,9 Hekur Periodik,"27,080",KG,SHPK NDERIMI(KOSOVA),20/01/2023
"1,011",18193,                                                            ,DM.00.025,12 Hekur Periodik,"25,020",KG,SHPK NDERIMI(KOSOVA),20/01/2023
"1,012",18194,                                                            ,DM.00.010,8 Hekur Periodik,"26,680",KG,UNITRADE SHPK (KOSOVA),20/01/2023
"1,013",18195,                                                            ,DM.00.020,10 Hekur Periodik,"26,800",KG,METAL MIX SHPK ,20/01/2023
"1,014",18196,                                                            ,DM.00.025,12 Hekur Periodik,"26,820",KG,METAL MIX SHPK ,20/01/2023
"1,015",18197,                                                            ,DM.00.020,10 Hekur Periodik,"24,780",KG,STIL ZELEZO DOOEL ,20/01/2023
"1,016",18198,                                                            ,DM.00.025,12 Hekur Periodik,"20,740",KG,PROMET STEEL HOLDING DOOEL (Makedonya),21/01/2023
"1,017",18199,                                                            ,DM.02.120,8 Hekur Katanke ,"24,560",KG,CWI-ALBANIA SHA_HEKUR,21/01/2023
"2,693",182,                                                            ,DM.00.020,10 Hekur Periodik,"25,660",KG,HADID KM GROUP DOO,24/02/2023
"1,018",18201,                                                            ,DM.00.020,10 Hekur Periodik,"26,160",KG,METAL IN (KOSOVA),21/01/2023
"1,019",18202,                                                            ,DM.00.035,16 Hekur Periodik,"27,300",KG,METAL IN (KOSOVA),21/01/2023
"1,020",18203,                                                            ,DM.00.010,8 Hekur Periodik,"8,300",KG,PROMET STEEL HOLDING DOOEL (Makedonya),21/01/2023
"1,020",18203,                                                            ,DM.00.015,9 Hekur Periodik,"4,100",KG,PROMET STEEL HOLDING DOOEL (Makedonya),21/01/2023
"1,020",18203,                                                            ,DM.00.025,12 Hekur Periodik,"7,380",KG,PROMET STEEL HOLDING DOOEL (Makedonya),21/01/2023
"1,020",18203,                                                            ,DM.00.030,14 Hekur Periodik,"2,100",KG,PROMET STEEL HOLDING DOOEL (Makedonya),21/01/2023
"1,021",18204,                                                            ,DM.00.025,12 Hekur Periodik,"26,820",KG,METAL IN (KOSOVA),21/01/2023
"1,022",18205,                                                            ,DM.00.030,14 Hekur Periodik,"25,280",KG,SS ALGA  (MONTENEGRO),21/01/2023
"1,023",18206,                                                            ,DM.00.045,20 Hekur Periodik,"26,820",KG,STIL ZELEZO DOOEL ,21/01/2023
"1,024",18207,                                                            ,DM.00.020,10 Hekur Periodik,"18,180",KG,UNITRADE SHPK (KOSOVA),21/01/2023
"1,024",18207,                                                            ,DM.00.050,22 Hekur Periodik,"8,200",KG,UNITRADE SHPK (KOSOVA),21/01/2023
"1,025",18208,                                                            ,DM.00.030,14 Hekur Periodik,"25,960",KG,SS ALGA  (MONTENEGRO),21/01/2023
"1,026",18210,                                                            ,DM.00.035,16 Hekur Periodik,"27,760",KG,STIL ZELEZO DOOEL ,21/01/2023
"1,027",18211,                                                            ,DM.02.120,8 Hekur Katanke ,"24,480",KG,CWI-ALBANIA SHA_HEKUR,21/01/2023
"1,028",18213,                                                            ,DM.00.070,32 Hekur Periodik,"24,980",KG,STIL ZELEZO DOOEL ,21/01/2023
"1,029",18214,                                                            ,DM.00.025,12 Hekur Periodik,"25,840",KG,FOKUS TRADE BALKAN DOOEL,21/01/2023
"1,030",18215,                                                            ,DM.00.010,8 Hekur Periodik,"8,400",KG,FOKUS TRADE BALKAN DOOEL,21/01/2023
"1,030",18215,                                                            ,DM.00.025,12 Hekur Periodik,"11,740",KG,FOKUS TRADE BALKAN DOOEL,21/01/2023
"1,030",18215,                                                            ,DM.00.030,14 Hekur Periodik,"4,100",KG,FOKUS TRADE BALKAN DOOEL,21/01/2023
"1,031",18216,                                                            ,DM.00.010,8 Hekur Periodik,"23,160",KG,METAL MIX SHPK ,21/01/2023
"1,032",18217,                                                            ,DM.00.010,8 Hekur Periodik,"25,480",KG,FOKUS TRADE BALKAN DOOEL,21/01/2023
"1,033",18218,                                                            ,DM.00.030,14 Hekur Periodik,"10,440",KG,METAL MIX SHPK ,21/01/2023
"1,033",18218,                                                            ,DM.00.035,16 Hekur Periodik,"11,060",KG,METAL MIX SHPK ,21/01/2023
"1,034",18220,                                                            ,DM.00.010,8 Hekur Periodik,"25,940",KG,FOKUS TRADE BALKAN DOOEL,21/01/2023
"1,035",18221,                                                            ,EM.02.110," 6,5 Hekur Katanke ","24,320",KG,CWI-ALBANIA SHA_HEKUR,21/01/2023
"1,036",18222,                                                            ,DM.00.010,8 Hekur Periodik,"12,580",KG,FOKUS TRADE BALKAN DOOEL,21/01/2023
"1,036",18222,                                                            ,DM.00.035,16 Hekur Periodik,"12,200",KG,FOKUS TRADE BALKAN DOOEL,21/01/2023
"1,037",18223,                                                            ,DM.00.025,12 Hekur Periodik,"24,840",KG,STIL ZELEZO DOOEL ,21/01/2023
"1,038",18224,                                                            ,DM.00.020,10 Hekur Periodik,"26,520",KG,STIL ZELEZO DOOEL ,21/01/2023
"1,039",18225,                                                            ,DM.00.025,12 Hekur Periodik,"24,640",KG,VAM TRADE SHPK,21/01/2023
"1,040",18226,                                                            ,DM.00.040,18 Hekur Periodik,"8,680",KG,LARTI SHPK (A.ISAI),21/01/2023
"1,040",18226,                                                            ,DM.00.045,20 Hekur Periodik,"8,540",KG,LARTI SHPK (A.ISAI),21/01/2023
"1,040",18226,                                                            ,DM.00.055,25 Hekur Periodik,"15,580",KG,LARTI SHPK (A.ISAI),21/01/2023
"1,041",18230,                                                            ,DM.00.020,10 Hekur Periodik,"9,240",KG,FOKUS TRADE BALKAN DOOEL,21/01/2023
"1,041",18230,                                                            ,DM.00.025,12 Hekur Periodik,"2,300",KG,FOKUS TRADE BALKAN DOOEL,21/01/2023
"1,041",18230,                                                            ,DM.00.035,16 Hekur Periodik,"8,300",KG,FOKUS TRADE BALKAN DOOEL,21/01/2023
"1,041",18230,                                                            ,DM.00.045,20 Hekur Periodik,"4,200",KG,FOKUS TRADE BALKAN DOOEL,21/01/2023
"1,042",18231,                                                            ,DM.00.030,14 Hekur Periodik,"25,300",KG,STIL ZELEZO DOOEL ,21/01/2023
"1,043",18233,                                                            ,DM.00.030,14 Hekur Periodik,"24,800",KG,FOKUS TRADE BALKAN DOOEL,21/01/2023
"1,044",18234,                                                            ,DM.02.120,8 Hekur Katanke ,"24,460",KG,CWI-ALBANIA SHA_HEKUR,21/01/2023
"1,045",18236,                                                            ,DM.00.010,8 Hekur Periodik,"4,200",KG,PROMET STEEL HOLDING DOOEL (Makedonya),21/01/2023
"1,045",18236,                                                            ,DM.00.020,10 Hekur Periodik,"4,100",KG,PROMET STEEL HOLDING DOOEL (Makedonya),21/01/2023
"1,045",18236,                                                            ,DM.00.025,12 Hekur Periodik,"4,260",KG,PROMET STEEL HOLDING DOOEL (Makedonya),21/01/2023
"1,045",18236,                                                            ,DM.00.035,16 Hekur Periodik,"6,300",KG,PROMET STEEL HOLDING DOOEL (Makedonya),21/01/2023
"1,045",18236,                                                            ,DM.00.045,20 Hekur Periodik,"5,940",KG,PROMET STEEL HOLDING DOOEL (Makedonya),21/01/2023
"1,046",18237,                                                            ,DM.00.020,10 Hekur Periodik,"10,300",KG,SHIJAKU SHPK (SHSH),21/01/2023
"1,046",18237,                                                            ,DM.00.030,14 Hekur Periodik,"8,300",KG,SHIJAKU SHPK (SHSH),21/01/2023
"1,046",18237,                                                            ,DM.00.035,16 Hekur Periodik,"11,940",KG,SHIJAKU SHPK (SHSH),21/01/2023
"1,047",18238,                                                            ,DM.00.035,16 Hekur Periodik,"26,720",KG,FOKUS TRADE BALKAN DOOEL,21/01/2023
"1,048",18239,                                                            ,DM.00.025,12 Hekur Periodik,"24,840",KG,EURO ABI (KOSOVA),21/01/2023
"1,049",18240,                                                            ,DM.00.025,12 Hekur Periodik,"24,960",KG,STIL ZELEZO DOOEL ,21/01/2023
"1,050",18242,                                                            ,DM.00.025,12 Hekur Periodik,"27,680",KG,UNITRADE SHPK (KOSOVA),21/01/2023
"1,051",18243,                                                            ,DM.00.040,18 Hekur Periodik,"14,060",KG,UNITRADE SHPK (KOSOVA),21/01/2023
"1,051",18243,                                                            ,DM.00.045,20 Hekur Periodik,"12,500",KG,UNITRADE SHPK (KOSOVA),21/01/2023
"1,052",18244,                                                            ,DM.00.035,16 Hekur Periodik,"26,760",KG,UNITRADE SHPK (KOSOVA),21/01/2023
"1,053",18245,                                                            ,DM.00.030,14 Hekur Periodik,"25,640",KG,SS ALGA  (MONTENEGRO),21/01/2023
"1,054",18246,                                                            ,DM.00.010,8 Hekur Periodik,"4,180",KG,PROMET STEEL HOLDING DOOEL (Makedonya),21/01/2023
"1,054",18246,                                                            ,DM.00.020,10 Hekur Periodik,"8,100",KG,PROMET STEEL HOLDING DOOEL (Makedonya),21/01/2023
"1,054",18246,                                                            ,DM.00.025,12 Hekur Periodik,"8,920",KG,PROMET STEEL HOLDING DOOEL (Makedonya),21/01/2023
"1,055",18248,                                                            ,DM.00.010,8 Hekur Periodik,"12,300",KG,UNITRADE SHPK (KOSOVA),23/01/2023
"1,055",18248,                                                            ,DM.00.025,12 Hekur Periodik,"12,160",KG,UNITRADE SHPK (KOSOVA),23/01/2023
"1,056",18249,                                                            ,DM.00.025,12 Hekur Periodik,"26,020",KG,EURO ABI (KOSOVA),23/01/2023
"1,057",18250,                                                            ,DM.00.010,8 Hekur Periodik,"20,500",KG,SHIJAKU SHPK (SHSH),23/01/2023
"1,057",18250,                                                            ,DM.00.050,22 Hekur Periodik,"10,300",KG,SHIJAKU SHPK (SHSH),23/01/2023
"1,058",18251,                                                            ,DM.00.030,14 Hekur Periodik,"12,200",KG,UNITRADE SHPK (KOSOVA),23/01/2023
"1,058",18251,                                                            ,DM.00.035,16 Hekur Periodik,"12,480",KG,UNITRADE SHPK (KOSOVA),23/01/2023
"1,059",18253,                                                            ,DM.00.025,12 Hekur Periodik,"24,300",KG,BRODOMETALURGIJA DOO,23/01/2023
"1,060",18255,                                                            ,DM.00.020,10 Hekur Periodik,"6,200",KG,FOKUS TRADE BALKAN DOOEL,23/01/2023
"1,060",18255,                                                            ,DM.00.025,12 Hekur Periodik,"4,200",KG,FOKUS TRADE BALKAN DOOEL,23/01/2023
"1,060",18255,                                                            ,DM.00.035,16 Hekur Periodik,"10,680",KG,FOKUS TRADE BALKAN DOOEL,23/01/2023
"1,061",18256,                                                            ,DM.00.030,14 Hekur Periodik,"25,980",KG,SS ALGA  (MONTENEGRO),23/01/2023
"1,062",18257,                                                            ,DM.00.010,8 Hekur Periodik,"4,100",KG,FOKUS TRADE BALKAN DOOEL,23/01/2023
"1,062",18257,                                                            ,DM.00.025,12 Hekur Periodik,"18,640",KG,FOKUS TRADE BALKAN DOOEL,23/01/2023
"1,063",18258,                                                            ,DM.00.020,10 Hekur Periodik,"24,280",KG,BRODOMETALURGIJA DOO,23/01/2023
"1,064",18259,                                                            ,DM.00.010,8 Hekur Periodik,"23,640",KG,FOKUS TRADE BALKAN DOOEL,23/01/2023
"1,065",18260,                                                            ,DM.00.010,8 Hekur Periodik,"25,900",KG,FOKUS TRADE BALKAN DOOEL,23/01/2023
"1,066",18261,                                                            ,DM.00.045,20 Hekur Periodik,"26,620",KG,SS ALGA  (MONTENEGRO),23/01/2023
"1,067",18263,                                                            ,DM.00.020,10 Hekur Periodik,"22,440",KG,FOKUS TRADE BALKAN DOOEL,23/01/2023
"1,068",18264,                                                            ,DM.00.070,32 Hekur Periodik,"25,040",KG,STIL ZELEZO DOOEL ,23/01/2023
"1,069",18266,                                                            ,DM.00.020,10 Hekur Periodik,"18,240",KG,UNITRADE SHPK (KOSOVA),23/01/2023
"1,069",18266,                                                            ,DM.00.040,18 Hekur Periodik,"6,320",KG,UNITRADE SHPK (KOSOVA),23/01/2023
"1,070",18267,                                                            ,DM.00.010,8 Hekur Periodik,"6,160",KG,KEJDI-UK  SHPK,23/01/2023
"1,070",18267,                                                            ,DM.00.020,10 Hekur Periodik,"4,200",KG,KEJDI-UK  SHPK,23/01/2023
"1,070",18267,                                                            ,DM.00.030,14 Hekur Periodik,"4,360",KG,KEJDI-UK  SHPK,23/01/2023
"1,070",18267,                                                            ,DM.00.035,16 Hekur Periodik,"10,760",KG,KEJDI-UK  SHPK,23/01/2023
"1,070",18267,                                                            ,DM.00.045,20 Hekur Periodik,"10,340",KG,KEJDI-UK  SHPK,23/01/2023
"1,071",18268,                                                            ,DM.00.020,10 Hekur Periodik,"10,560",KG,FOKUS TRADE BALKAN DOOEL,23/01/2023
"1,071",18268,                                                            ,DM.00.025,12 Hekur Periodik,"2,140",KG,FOKUS TRADE BALKAN DOOEL,23/01/2023
"1,071",18268,                                                            ,DM.00.035,16 Hekur Periodik,"8,380",KG,FOKUS TRADE BALKAN DOOEL,23/01/2023
"1,072",18272,                                                            ,DM.00.020,10 Hekur Periodik,"28,560",KG,EURO STEEL-MN,23/01/2023
"1,073",18273,                                                            ,DM.00.045,20 Hekur Periodik,"28,900",KG,EURO STEEL-MN,23/01/2023
"1,074",18274,                                                            ,DM.00.020,10 Hekur Periodik,"26,140",KG,METAL MIX SHPK ,23/01/2023
"1,075",18275,                                                            ,DM.00.035,16 Hekur Periodik,"27,940",KG,EURO STEEL-MN,23/01/2023
"1,076",18276,                                                            ,DM.00.020,10 Hekur Periodik,"26,400",KG,METAL MIX SHPK ,23/01/2023
"1,077",18277,                                                            ,DM.00.020,10 Hekur Periodik,"25,760",KG,METAL MIX SHPK ,23/01/2023
"1,078",18281,                                                            ,DM.00.040,18 Hekur Periodik,"26,720",KG,SHPK NDERIMI(KOSOVA),23/01/2023
"1,079",18282,                                                            ,DM.00.025,12 Hekur Periodik,"26,820",KG,STIL ZELEZO DOOEL ,23/01/2023
"1,080",18284,                                                            ,DM.00.010,8 Hekur Periodik,"8,300",KG,STIL ZELEZO DOOEL ,23/01/2023
"1,080",18284,                                                            ,DM.00.020,10 Hekur Periodik,"18,660",KG,STIL ZELEZO DOOEL ,23/01/2023
"1,081",18285,                                                            ,DM.00.030,14 Hekur Periodik,"26,720",KG,SHPK NDERIMI(KOSOVA),23/01/2023
"1,082",18286,                                                            ,DM.00.035,16 Hekur Periodik,"25,420",KG,SHPK NDERIMI(KOSOVA),23/01/2023
"1,083",18287,                                                            ,DM.00.045,20 Hekur Periodik,"26,580",KG,SHPK NDERIMI(KOSOVA),23/01/2023
"1,084",18289,                                                            ,DM.00.035,16 Hekur Periodik,"26,560",KG,SHPK NDERIMI(KOSOVA),23/01/2023
"1,085",18290,                                                            ,DM.00.020,10 Hekur Periodik,"27,500",KG,METAL MIX SHPK ,23/01/2023
"1,086",18291,                                                            ,DM.00.010,8 Hekur Periodik,"7,640",KG,PROMET STEEL HOLDING DOOEL (Makedonya),23/01/2023
"1,086",18291,                                                            ,DM.00.020,10 Hekur Periodik,"8,000",KG,PROMET STEEL HOLDING DOOEL (Makedonya),23/01/2023
"1,086",18291,                                                            ,DM.00.035,16 Hekur Periodik,"6,100",KG,PROMET STEEL HOLDING DOOEL (Makedonya),23/01/2023
"1,087",18292,                                                            ,DM.00.025,12 Hekur Periodik,"24,360",KG,INTERNORMA DOO,23/01/2023
"1,088",18294,                                                            ,DM.00.035,16 Hekur Periodik,"26,600",KG,STIL ZELEZO DOOEL ,23/01/2023
"1,089",18295,                                                            ,DM.00.020,10 Hekur Periodik,"25,060",KG,DIEL SH.P.K,23/01/2023
"1,090",18296,                                                            ,DM.00.030,14 Hekur Periodik,"18,640",KG,UNITRADE SHPK (KOSOVA),23/01/2023
"1,090",18296,                                                            ,DM.00.045,20 Hekur Periodik,"8,680",KG,UNITRADE SHPK (KOSOVA),23/01/2023
"1,091",18297,                                                            ,DM.00.010,8 Hekur Periodik,"8,460",KG,UNITRADE SHPK (KOSOVA),23/01/2023
"1,091",18297,                                                            ,DM.00.020,10 Hekur Periodik,"17,720",KG,UNITRADE SHPK (KOSOVA),23/01/2023
"1,092",18299,                                                            ,DM.00.025,12 Hekur Periodik,"27,120",KG,UNITRADE SHPK (KOSOVA),23/01/2023
"2,694",183,                                                            ,DM.00.035,16 Hekur Periodik,"26,460",KG,EURO STEEL-MN,24/02/2023
"1,093",18300,                                                            ,DM.00.020,10 Hekur Periodik,"25,080",KG,METAL MIX SHPK ,23/01/2023
"1,096",18301,                                                            ,DM.00.020,10 Hekur Periodik,"27,300",KG,METAL IN (KOSOVA),23/01/2023
"1,095",18302,                                                            ,DM.00.070,32 Hekur Periodik,"24,400",KG,STIL ZELEZO DOOEL ,23/01/2023
"1,097",18303,                                                            ,DM.00.020,10 Hekur Periodik,"25,920",KG,UNITRADE SHPK (KOSOVA),23/01/2023
"1,098",18304,                                                            ,DM.00.015,9 Hekur Periodik,"8,200",KG,PROMET STEEL HOLDING DOOEL (Makedonya),23/01/2023
"1,098",18304,                                                            ,DM.00.025,12 Hekur Periodik,"14,600",KG,PROMET STEEL HOLDING DOOEL (Makedonya),23/01/2023
"1,099",18305,                                                            ,DM.00.010,8 Hekur Periodik,"6,100",KG,PROMET STEEL HOLDING DOOEL (Makedonya),23/01/2023
"1,099",18305,                                                            ,DM.00.020,10 Hekur Periodik,"6,100",KG,PROMET STEEL HOLDING DOOEL (Makedonya),23/01/2023
"1,099",18305,                                                            ,DM.00.035,16 Hekur Periodik,"6,300",KG,PROMET STEEL HOLDING DOOEL (Makedonya),23/01/2023
"1,099",18305,                                                            ,DM.00.045,20 Hekur Periodik,"4,120",KG,PROMET STEEL HOLDING DOOEL (Makedonya),23/01/2023
"1,100",18306,                                                            ,DM.00.020,10 Hekur Periodik,"6,200",KG,SHIJAKU SHPK (SHSH),24/01/2023
"1,100",18306,                                                            ,DM.00.035,16 Hekur Periodik,"6,400",KG,SHIJAKU SHPK (SHSH),24/01/2023
"1,100",18306,                                                            ,DM.00.040,18 Hekur Periodik,"11,560",KG,SHIJAKU SHPK (SHSH),24/01/2023
"1,100",18306,                                                            ,DM.00.045,20 Hekur Periodik,"6,300",KG,SHIJAKU SHPK (SHSH),24/01/2023
"1,101",18307,                                                            ,DM.00.035,16 Hekur Periodik,"25,420",KG,SHPK NDERIMI(KOSOVA),24/01/2023
"1,102",18308,                                                            ,DM.00.020,10 Hekur Periodik,"28,020",KG,METAL MIX SHPK ,24/01/2023
"1,103",18309,                                                            ,DM.00.025,12 Hekur Periodik,"26,180",KG,SHPK NDERIMI(KOSOVA),24/01/2023
"1,104",18310,                                                            ,DM.00.020,10 Hekur Periodik,"26,420",KG,SHPK NDERIMI(KOSOVA),24/01/2023
"1,105",18311,                                                            ,DM.00.010,8 Hekur Periodik,"4,100",KG,METAL KOMERC LTD DOO (SIRBISTAN),24/01/2023
"1,105",18311,                                                            ,DM.00.020,10 Hekur Periodik,"4,200",KG,METAL KOMERC LTD DOO (SIRBISTAN),24/01/2023
"1,105",18311,                                                            ,DM.00.025,12 Hekur Periodik,"4,200",KG,METAL KOMERC LTD DOO (SIRBISTAN),24/01/2023
"1,105",18311,                                                            ,DM.00.030,14 Hekur Periodik,"2,100",KG,METAL KOMERC LTD DOO (SIRBISTAN),24/01/2023
"1,105",18311,                                                            ,DM.00.035,16 Hekur Periodik,"6,400",KG,METAL KOMERC LTD DOO (SIRBISTAN),24/01/2023
"1,105",18311,                                                            ,DM.00.040,18 Hekur Periodik,"4,140",KG,METAL KOMERC LTD DOO (SIRBISTAN),24/01/2023
"1,106",18312,                                                            ,DM.00.010,8 Hekur Periodik,"7,580",KG,METAL IN (KOSOVA),24/01/2023
"1,106",18312,                                                            ,DM.00.020,10 Hekur Periodik,"4,100",KG,METAL IN (KOSOVA),24/01/2023
"1,106",18312,                                                            ,DM.00.025,12 Hekur Periodik,"8,200",KG,METAL IN (KOSOVA),24/01/2023
"1,106",18312,                                                            ,DM.00.035,16 Hekur Periodik,"8,200",KG,METAL IN (KOSOVA),24/01/2023
"1,107",18313,                                                            ,DM.00.010,8 Hekur Periodik,"4,100",KG,PROMET STEEL HOLDING DOOEL (Makedonya),24/01/2023
"1,107",18313,                                                            ,DM.00.020,10 Hekur Periodik,"6,300",KG,PROMET STEEL HOLDING DOOEL (Makedonya),24/01/2023
"1,107",18313,                                                            ,DM.00.025,12 Hekur Periodik,"8,100",KG,PROMET STEEL HOLDING DOOEL (Makedonya),24/01/2023
"1,107",18313,                                                            ,DM.00.030,14 Hekur Periodik,"2,100",KG,PROMET STEEL HOLDING DOOEL (Makedonya),24/01/2023
"1,107",18313,                                                            ,DM.00.035,16 Hekur Periodik,"2,100",KG,PROMET STEEL HOLDING DOOEL (Makedonya),24/01/2023
"1,108",18315,                                                            ,DM.00.010,8 Hekur Periodik,"22,020",KG,FOKUS TRADE BALKAN DOOEL,24/01/2023
"1,109",18316,                                                            ,DM.02.120,8 Hekur Katanke ,"20,320",KG,CWI-ALBANIA SHA_HEKUR,24/01/2023
"1,110",18318,                                                            ,DM.00.020,10 Hekur Periodik,"26,500",KG,METAL IN (KOSOVA),24/01/2023
"1,111",18319,                                                            ,DM.00.035,16 Hekur Periodik,"21,780",KG,FOKUS TRADE BALKAN DOOEL,24/01/2023
"1,112",18320,                                                            ,DM.00.030,14 Hekur Periodik,"26,880",KG,EURO ABI (KOSOVA),24/01/2023
"1,113",18321,                                                            ,DM.00.035,16 Hekur Periodik,"27,380",KG,METAL IN (KOSOVA),24/01/2023
"1,114",18323,                                                            ,DM.00.010,8 Hekur Periodik,"4,100",KG,CONDOR SHPK (KOSOVE),24/01/2023
"1,114",18323,                                                            ,DM.00.015,9 Hekur Periodik,"6,100",KG,CONDOR SHPK (KOSOVE),24/01/2023
"1,114",18323,                                                            ,DM.00.025,12 Hekur Periodik,"18,040",KG,CONDOR SHPK (KOSOVE),24/01/2023
"1,115",18324,                                                            ,DM.00.010,8 Hekur Periodik,"7,980",KG,KONTAKT SHPK,24/01/2023
"1,115",18324,                                                            ,DM.00.020,10 Hekur Periodik,"2,100",KG,KONTAKT SHPK,24/01/2023
"1,115",18324,                                                            ,DM.00.025,12 Hekur Periodik,"2,100",KG,KONTAKT SHPK,24/01/2023
"1,115",18324,                                                            ,DM.00.040,18 Hekur Periodik,"6,200",KG,KONTAKT SHPK,24/01/2023
"1,115",18324,                                                            ,DM.00.045,20 Hekur Periodik,"2,000",KG,KONTAKT SHPK,24/01/2023
"1,116",18325,                                                            ,DM.00.040,18 Hekur Periodik,"16,500",KG,LARTI SHPK (A.ISAI),24/01/2023
"1,116",18325,                                                            ,DM.00.045,20 Hekur Periodik,"16,640",KG,LARTI SHPK (A.ISAI),24/01/2023
"1,117",18326,                                                            ,DM.00.010,8 Hekur Periodik,"2,000",KG,EURO ABI (KOSOVA),24/01/2023
"1,117",18326,                                                            ,DM.00.020,10 Hekur Periodik,"10,400",KG,EURO ABI (KOSOVA),24/01/2023
"1,117",18326,                                                            ,DM.00.025,12 Hekur Periodik,"13,380",KG,EURO ABI (KOSOVA),24/01/2023
"1,118",18327,                                                            ,DM.00.035,16 Hekur Periodik,"31,560",KG,LARTI SHPK (A.ISAI),24/01/2023
"1,119",18328,                                                            ,DM.00.035,16 Hekur Periodik,"33,720",KG,LARTI SHPK (A.ISAI),24/01/2023
"1,120",18331,                                                            ,DM.00.050,22 Hekur Periodik,"24,840",KG,STIL ZELEZO DOOEL ,24/01/2023
"1,121",18332,                                                            ,DM.00.020,10 Hekur Periodik,"6,100",KG,EURO ABI (KOSOVA),24/01/2023
"1,121",18332,                                                            ,DM.00.025,12 Hekur Periodik,"10,260",KG,EURO ABI (KOSOVA),24/01/2023
"1,121",18332,                                                            ,DM.00.025,12 Hekur Periodik,"4,300",KG,EURO ABI (KOSOVA),24/01/2023
"1,121",18332,                                                            ,DM.00.035,16 Hekur Periodik,"4,240",KG,EURO ABI (KOSOVA),24/01/2023
"1,122",18333,                                                            ,DM.00.030,14 Hekur Periodik,"10,440",KG,SHIJAKU SHPK (SHSH),24/01/2023
"1,122",18333,                                                            ,DM.00.035,16 Hekur Periodik,"8,300",KG,SHIJAKU SHPK (SHSH),24/01/2023
"1,122",18333,                                                            ,DM.00.045,20 Hekur Periodik,"2,140",KG,SHIJAKU SHPK (SHSH),24/01/2023
"1,122",18333,                                                            ,DM.00.050,22 Hekur Periodik,"10,400",KG,SHIJAKU SHPK (SHSH),24/01/2023
"1,123",18334,                                                            ,DM.00.035,16 Hekur Periodik,"34,420",KG,LARTI SHPK (A.ISAI),24/01/2023
"1,124",18336,                                                            ,DM.00.010,8 Hekur Periodik,"8,300",KG,EURO STEEL-MN,24/01/2023
"1,124",18336,                                                            ,DM.00.030,14 Hekur Periodik,"17,420",KG,EURO STEEL-MN,24/01/2023
"1,125",18337,                                                            ,DM.00.045,20 Hekur Periodik,"24,720",KG,STIL ZELEZO DOOEL ,24/01/2023
"1,126",18338,                                                            ,DM.00.045,20 Hekur Periodik,"27,020",KG,STIL ZELEZO DOOEL ,24/01/2023
"1,127",18340,                                                            ,DM.00.025,12 Hekur Periodik,"10,100",KG,PROMET STEEL HOLDING DOOEL (Makedonya),24/01/2023
"1,127",18340,                                                            ,DM.00.030,14 Hekur Periodik,"10,600",KG,PROMET STEEL HOLDING DOOEL (Makedonya),24/01/2023
"1,128",18342,                                                            ,DM.00.045,20 Hekur Periodik,"25,120",KG,BRODOMETALURGIJA DOO,24/01/2023
"1,129",18343,                                                            ,DM.00.015,9 Hekur Periodik,"8,000",KG,SS ALGA  (MONTENEGRO),24/01/2023
"1,129",18343,                                                            ,DM.00.025,12 Hekur Periodik,"4,200",KG,SS ALGA  (MONTENEGRO),24/01/2023
"1,129",18343,                                                            ,DM.00.030,14 Hekur Periodik,"8,180",KG,SS ALGA  (MONTENEGRO),24/01/2023
"1,129",18343,                                                            ,DM.00.035,16 Hekur Periodik,"6,400",KG,SS ALGA  (MONTENEGRO),24/01/2023
"1,130",18344,                                                            ,DM.02.120,8 Hekur Katanke ,"20,400",KG,CWI-ALBANIA SHA_HEKUR,24/01/2023
"1,131",18346,                                                            ,DM.00.055,25 Hekur Periodik,"24,860",KG,STIL ZELEZO DOOEL ,24/01/2023
"1,132",18347,                                                            ,DM.00.035,16 Hekur Periodik,"25,440",KG,BRODOMETALURGIJA DOO,24/01/2023
"1,133",18349,                                                            ,DM.00.010,8 Hekur Periodik,"12,300",KG,PROMET STEEL HOLDING DOOEL (Makedonya),24/01/2023
"1,133",18349,                                                            ,DM.00.045,20 Hekur Periodik,"14,340",KG,PROMET STEEL HOLDING DOOEL (Makedonya),24/01/2023
"1,134",18350,                                                            ,DM.00.035,16 Hekur Periodik,"23,920",KG,STIL ZELEZO DOOEL ,24/01/2023
"1,135",18352,                                                            ,DM.02.115,7 Hekur Katanke ,"14,160",KG,FOKUS TRADE BALKAN DOOEL,24/01/2023
"1,135",18352,                                                            ,EM.02.100," 5,5 Hekur Katanke ","13,000",KG,FOKUS TRADE BALKAN DOOEL,24/01/2023
"1,136",18353,                                                            ,DM.00.050,22 Hekur Periodik,"24,840",KG,STIL ZELEZO DOOEL ,24/01/2023
"1,137",18354,                                                            ,DM.00.035,16 Hekur Periodik,"12,300",KG,BE-IS SHPK,24/01/2023
"1,137",18354,                                                            ,DM.00.045,20 Hekur Periodik,"9,580",KG,BE-IS SHPK,24/01/2023
"1,137",18354,                                                            ,DM.00.045,20 Hekur Periodik,"9,540",KG,BE-IS SHPK,24/01/2023
"1,138",18355,                                                            ,DM.00.010,8 Hekur Periodik,"6,200",KG,RAFAELO SHPK   (MG),24/01/2023
